sku_id,sku_code,main_design,wire_size,dimensions,design_type,line,cut,karat,color,price,image_filename,
135,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-8Line-Flat Cut-22KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,8Line,Flat Cut,22KT,YG,878,BALL135,
136,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-8Line-Flat Cut-9KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,8Line,Flat Cut,9KT,RG,913,BALL136,
137,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-8Line-Flat Cut-9KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,8Line,Flat Cut,9KT,WG,693,BALL137,
138,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-8Line-Flat Cut-9KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,8Line,Flat Cut,9KT,YG,486,BALL138,
139,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-10KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,10KT,RG,880,BALL139,
140,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-10KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,10KT,WG,594,BALL140,
141,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-10KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,10KT,YG,764,BALL141,
142,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-14KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,14KT,RG,367,BALL142,
143,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-14KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,14KT,WG,701,BALL143,
144,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-14KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,14KT,YG,413,BALL144,
145,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-18KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,18KT,RG,321,BALL145,
146,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-18KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,18KT,WG,341,BALL146,
147,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-18KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,18KT,YG,492,BALL147,
148,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-20KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,20KT,YG,388,BALL148,
149,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-21KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,21KT,YG,333,BALL149,
150,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-22KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,22KT,YG,790,BALL150,
151,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-9KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,9KT,RG,625,BALL151,
152,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-9KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,9KT,WG,861,BALL152,
153,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-9line-Flat Cut-9KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,9line,Flat Cut,9KT,YG,398,BALL153,
154,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-10KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,10KT,RG,186,BALL154,
155,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-10KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,10KT,WG,263,BALL155,
156,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-10KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,10KT,YG,503,BALL156,
157,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-14KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,14KT,RG,473,BALL157,
158,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-14KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,14KT,WG,209,BALL158,
159,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-14KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,14KT,YG,873,BALL159,
160,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-18KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,18KT,RG,283,BALL160,
161,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-18KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,18KT,WG,145,BALL161,
162,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-18KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,18KT,YG,948,BALL162,
163,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-20KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,20KT,YG,814,BALL163,
164,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-21KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,21KT,YG,272,BALL164,
165,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-22KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,22KT,YG,844,BALL165,
166,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-9KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,9KT,RG,868,BALL166,
167,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-9KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,9KT,WG,806,BALL167,
168,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-SN-Flat Cut-9KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,SN,Flat Cut,9KT,YG,758,BALL168,
169,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-10KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,10KT,RG,431,BALL169,
170,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-10KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,10KT,WG,457,BALL170,
171,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-10KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,10KT,YG,893,BALL171,
172,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-14KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,14KT,RG,286,BALL172,
173,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-14KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,14KT,WG,424,BALL173,
174,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-14KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,14KT,YG,435,BALL174,
175,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-18KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,18KT,RG,206,BALL175,
176,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-18KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,18KT,WG,881,BALL176,
177,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-18KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,18KT,YG,879,BALL177,
178,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-20KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,20KT,YG,253,BALL178,
179,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-21KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,21KT,YG,203,BALL179,
180,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-22KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,22KT,YG,962,BALL180,
181,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-9KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,9KT,RG,309,BALL181,
182,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-9KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,9KT,WG,267,BALL182,
183,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Square-Flat Cut-9KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Square,Flat Cut,9KT,YG,617,BALL183,
184,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-10KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,10KT,RG,480,BALL184,
185,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-10KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,10KT,WG,878,BALL185,
186,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-10KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,10KT,YG,773,BALL186,
187,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-14KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,14KT,RG,913,BALL187,
188,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-14KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,14KT,WG,507,BALL188,
189,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-14KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,14KT,YG,362,BALL189,
190,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-18KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,18KT,RG,402,BALL190,
191,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-18KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,18KT,WG,807,BALL191,
192,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-18KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,18KT,YG,626,BALL192,
193,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-20KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,20KT,YG,308,BALL193,
194,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-21KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,21KT,YG,538,BALL194,
195,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-22KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,22KT,YG,698,BALL195,
196,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-9KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,9KT,RG,227,BALL196,
197,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-9KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,9KT,WG,453,BALL197,
198,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Sundri-Flat Cut-9KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Sundri,Flat Cut,9KT,YG,351,BALL198,
199,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-10KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,10KT,RG,867,BALL199,
200,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-10KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,10KT,WG,942,BALL200,
201,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-10KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,10KT,YG,294,BALL201,
202,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-14KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,14KT,RG,785,BALL202,
203,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-14KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,14KT,WG,354,BALL203,
204,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-14KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,14KT,YG,969,BALL204,
205,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-18KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,18KT,RG,710,BALL205,
206,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-18KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,18KT,WG,243,BALL206,
207,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-18KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,18KT,YG,924,BALL207,
208,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-20KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,20KT,YG,862,BALL208,
209,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-21KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,21KT,YG,297,BALL209,
210,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-22KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,22KT,YG,903,BALL210,
211,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-9KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,9KT,RG,192,BALL211,
212,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-9KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,9KT,WG,876,BALL212,
213,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-TVT-Flat Cut-9KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,TVT,Flat Cut,9KT,YG,473,BALL213,
214,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-10KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,10KT,RG,807,BALL214,
215,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-10KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,10KT,WG,988,BALL215,
216,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-10KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,10KT,YG,513,BALL216,
217,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-14KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,14KT,RG,338,BALL217,
218,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-14KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,14KT,WG,993,BALL218,
219,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-14KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,14KT,YG,998,BALL219,
220,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-18KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,18KT,RG,645,BALL220,
221,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-18KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,18KT,WG,464,BALL221,
222,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-18KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,18KT,YG,542,BALL222,
223,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-20KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,20KT,YG,429,BALL223,
224,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-21KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,21KT,YG,492,BALL224,
225,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-22KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,22KT,YG,129,BALL225,
226,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-9KT-RG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,9KT,RG,614,BALL226,
227,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-9KT-WG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,9KT,WG,381,BALL227,
228,BALL-0.30.5mm-1mm 4X7-Singapuri Ball-Triangle-Flat Cut-9KT-YG,BALL,0.30.5mm,1mm 4X7,Singapuri Ball,Triangle,Flat Cut,9KT,YG,440,BALL228,
229,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-10KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,10KT,RG,863,BALL229,
230,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-10KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,10KT,WG,165,BALL230,
231,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-10KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,10KT,YG,942,BALL231,
232,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-14KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,14KT,RG,522,BALL232,
233,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-14KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,14KT,WG,425,BALL233,
234,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-14KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,14KT,YG,314,BALL234,
235,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-18KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,18KT,RG,929,BALL235,
236,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-18KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,18KT,WG,791,BALL236,
237,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-18KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,18KT,YG,952,BALL237,
238,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-20KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,20KT,YG,622,BALL238,
239,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-21KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,21KT,YG,700,BALL239,
240,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-22KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,22KT,YG,608,BALL240,
241,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-9KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,9KT,RG,308,BALL241,
242,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-9KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,9KT,WG,603,BALL242,
243,BALL-0.30mm-0.8 Ball-Singapuri Ball-10line-VC-9KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,10line,VC,9KT,YG,754,BALL243,
244,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-10KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,10KT,RG,502,BALL244,
245,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-10KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,10KT,WG,670,BALL245,
246,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-10KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,10KT,YG,381,BALL246,
247,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-14KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,14KT,RG,625,BALL247,
248,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-14KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,14KT,WG,658,BALL248,
249,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-14KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,14KT,YG,357,BALL249,
250,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-18KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,18KT,RG,399,BALL250,
251,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-18KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,18KT,WG,307,BALL251,
252,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-18KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,18KT,YG,181,BALL252,
253,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-20KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,20KT,YG,141,BALL253,
254,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-21KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,21KT,YG,444,BALL254,
255,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-22KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,22KT,YG,523,BALL255,
256,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-9KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,9KT,RG,405,BALL256,
257,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-9KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,9KT,WG,428,BALL257,
258,BALL-0.30mm-0.8 Ball-Singapuri Ball-2Line-VC-9KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,2Line,VC,9KT,YG,119,BALL258,
259,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-10KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,10KT,RG,554,BALL259,
260,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-10KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,10KT,WG,382,BALL260,
261,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-10KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,10KT,YG,390,BALL261,
262,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-14KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,14KT,RG,879,BALL262,
263,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-14KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,14KT,WG,778,BALL263,
264,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-14KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,14KT,YG,501,BALL264,
265,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-18KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,18KT,RG,863,BALL265,
266,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-18KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,18KT,WG,659,BALL266,
267,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-18KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,18KT,YG,132,BALL267,
268,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-20KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,20KT,YG,256,BALL268,
269,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-21KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,21KT,YG,262,BALL269,
270,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-22KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,22KT,YG,925,BALL270,
271,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-9KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,9KT,RG,476,BALL271,
272,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-9KT-WG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,9KT,WG,830,BALL272,
273,BALL-0.30mm-0.8 Ball-Singapuri Ball-3Line-VC-9KT-YG,BALL,0.30mm,0.8 Ball,Singapuri Ball,3Line,VC,9KT,YG,244,BALL273,
274,BALL-0.30mm-0.8 Ball-Singapuri Ball-4Line-VC-10KT-RG,BALL,0.30mm,0.8 Ball,Singapuri Ball,4Line,VC,10KT,RG,984,BALL274,
